CODE,NAME,STOCK EXCHANGE,YEAR,TARGET,EBIT,EBITDA,TOTAL EQUITY/TOTAL ASSETS,EPS,CASH/TOTAL CURRENT ASSETS,TOTAL CURRENT ASSET/TOTAL ASSET,LONG-TERM ASSETS/TOTAL ASSETS,QUICK RATIO,Market Value of Total Equity / Book Values of Total Liabilities,Sales/Total Assets,EBIT/Total Assets,Retain Earnings/Total Assets,Working Capitals/Total Asset,ROIC,YEAR.1,NET INCOME/TOTAL ASSET
NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,1,2019,0.0,-0.16326468670908934,-0.176583769692947,-0.06942305388916196,-0.10544706807512459,-0.4667126338669034,-0.5810447442783222,-0.27492176823653325,-0.11464494051300964,-0.09199831721761623,-0.12699049762664763,-0.04617741190250865,-0.4861956986940584,-0.10285174482810142,-0.20089369390255507,13.0,-0.12147928033544414
OCH,CTCP One Capital Hospitality,0,2019,1.0,-0.13224141126431146,-0.12539056425827938,-0.06943564951710679,-0.1067091071437317,-0.46654550204244805,-0.5893063517727741,0.18534973956477105,-0.30116590938125093,-0.24820423502688144,-0.13203749866449846,-0.07701132506333344,-0.20016568893050093,-0.16291342921351604,-0.417682639853984,13.0,-0.5349254034744207
OGC,CTCP Tập đoàn Đại Dương,1,2019,1.0,-0.10991792733143997,-0.1177981719334709,-0.06954518291310327,-0.10659913206260334,-0.4667086564298777,-0.5806030698285563,-0.2767405494840806,-0.33191112402986217,-0.2908131869406899,-0.13895120673062805,-0.07682388373710318,-0.338591024402602,-0.2037894060477094,-0.06370693904266643,12.0,-0.4639120823225631
ONE,CTCP Công nghệ One,0,2019,1.0,-0.18918299477229442,-0.21126998993355012,-0.0693660929461179,-0.10331325145059776,-0.46670977640883315,-0.5570614157689934,-0.3030992071129729,-0.2745200566857879,-0.30520983827115916,-0.061744742587482034,-0.08910206301786451,-0.09387332999180495,-0.028852787040768928,-0.4261509580552117,25.0,-0.5175422826480212
OPC,CTCP Dược phẩm OPC,1,2019,0.0,-0.13565230386444582,-0.15767576630413255,-0.06940321305202266,-0.09723781311644768,-0.4666892777267888,-0.501229437987736,-0.3097172166757204,-0.3114143142641213,-0.10194241493341133,1.4897468915974799,1.3570688851221624,2.5397877216493,2.9823569061820683,0.33515084823515806,17.0,0.4554195962707322
PAC,CTCP Pin Ắc quy Miền Nam,1,2019,0.0,-0.08225018812891471,-0.09226412160840619,-0.06932530723179532,-0.08606092690568529,-0.46664126689891927,-0.562685197998197,-0.3009328360012372,-0.30526527133439907,-0.26128482860517954,1.400492391230048,0.6559047922244452,0.3083385330926283,-0.07740751460043402,0.10735308862213296,26.0,0.2067901693432991
PAN,CTCP Tập đoàn Pan,1,2019,0.0,0.08586992651998901,0.12787449062501668,-0.06946516182200752,-0.09605404812693548,-0.4665545822654423,-0.5626957320593229,-0.3009279407849575,-0.14334047418504672,-0.2259549784786603,0.47028252600909265,0.2437910688097007,0.15554469596661666,0.9969018884194785,-0.3245311396404794,14.0,-0.37768228550351934
PBP,CTCP Bao bì Dầu khí Việt Nam,0,2019,0.0,-0.18827313586915786,-0.20689693108262694,-0.06941876655899279,-0.10193282283735958,-0.46671858540946315,-0.4832625629601286,-0.31037444176620915,-0.3503582528190289,-0.28384375456716915,-0.03970070632330134,-0.07035500858089379,-0.07923500639987427,-0.13646215023430547,-0.10181437094819107,9.0,-0.1802359301255951
PC1,CTCP Tập Đoàn PC1,1,2019,1.0,0.052466089234606494,0.04479745455884678,-0.06942893016439619,-0.09935219167799925,-0.4667168891075125,-0.5386575981807946,-0.3068709453508489,-0.2355761181308804,-0.2644772846208067,-0.10781488583230991,-0.06500877912726778,-0.06575582379287477,-0.0828310768118477,-0.00442871163407263,31.0,-0.11919897746808338
PCT,CTCP Vận tải Khí và Hoá chất Việt Nam,0,2019,0.0,-0.18185543009537158,-0.20409933905521235,-0.06926580891004135,-0.09763916345700689,-0.4667082858423321,-0.5702591053083227,-0.2960648010172076,0.9901331058604198,0.26110757641597054,-0.0746374984015373,-0.061822132032204984,-0.0607514805119328,0.1633429436337502,-0.18734438478059076,12.0,0.12437631421933733
PDN,CTCP Cảng Đồng Nai,1,2019,0.0,-0.1224357563887305,-0.13759835984794266,-0.06936640926711579,-0.08599961221039426,-0.46669845890263145,-0.5828170904816978,-0.2653740804196668,-0.1474398361381949,-0.020488685214816154,-0.10110416332343558,-0.012942455258076926,9.11749207133042e-05,-0.12962212944108664,0.8695017267326254,13.0,1.2740481459842483
PDR,CTCP Phát triển Bất động sản Phát Đạt,1,2019,1.0,0.2550484801287171,0.16331180296790995,-0.06946417878399185,-0.10047196760785135,-0.4667140438279337,-0.5734786937261668,-0.29264360922363986,-0.3175633571938436,-0.23926973785020908,-0.1419180096502698,-0.061942024856543945,-0.08829736304221607,0.051821459879878184,0.6789645672050023,15.0,0.1455457886603067
PEN,CTCP Xây lắp III Petrolimex,0,2019,1.0,-0.1861645544517184,-0.20647095389976372,-0.06948612807407359,-0.09098188780158453,-0.4667187697224742,-0.36015434505438454,-0.3121137008709021,-0.20073154152912098,-0.3062686371353742,-0.08286405404316054,-0.0802243592645391,-0.09397740080057809,-0.09684205673307623,-0.29827935321667354,35.0,-0.576214699542314
PET,Tổng Công ty cổ phần Dịch vụ Tổng hợp Dầu khí,1,2019,0.0,-0.0895288508098168,-0.11900691775074834,-0.06942719701684669,-0.10061338277741617,-0.46667318561835647,-0.5707895948250076,-0.29557999792379913,-0.2581226088731952,-0.29986115562876625,0.2651096265230718,-0.03217456130862933,-0.0022096225681934476,0.0009922260104401955,-0.3169096532593745,23.0,-0.3686065937381851
PGC,Tổng Công ty Gas Petrolimex - CTCP,1,2019,0.0,-0.09491204483638073,-0.11319972689094639,-0.06930166644812183,-0.09145975105445903,-0.46664712883934145,-0.5854171171194507,-0.23800748666783694,-0.1925328176228247,-0.24749235960577345,0.8038596374520834,0.35620703489165606,0.24529009396285212,0.36221457035882565,0.19881092519539206,15.0,0.3033160973323175
PGD,CTCP Phân phối khí thấp áp Dầu khí Việt Nam,1,2019,0.0,-0.07227432037429345,-0.08507898700341542,-0.0693299573409316,-0.09237979762582059,-0.46663684259139687,-0.4945934710569306,-0.3099887880536297,-0.13104238832560228,-0.05973455373038334,7.005447600519084,1.5790495904794184,1.862646650170287,3.6140296736959487,0.6535596126013191,12.0,0.3662083649838371
PGN,CTCP Phụ Gia Nhựa,0,2019,1.0,-0.18790740230360256,-0.20981152679835996,-0.0694789468604187,-0.10430315763755155,-0.46671248536492754,-0.5886555850296664,-0.05600011269582128,-0.21507930836513955,-0.252335932387001,-0.15459217091214641,-0.09624420085366052,-0.11242479364861092,-0.1586073647373204,0.19711726155514656,12.0,0.05730956476217301
PGS,CTCP Kinh doanh Khí Miền Nam,0,2019,1.0,-0.15255116501237637,-0.13898304098388614,-0.06950371227760872,-0.10051097419060032,-0.4665882193907884,-0.5899932533865098,44.46984153749769,-0.2560729278966212,-0.21264442029431668,-0.15883139224550769,-0.09907417363659855,-0.11337492132457272,-0.1660224477494941,-0.13060665283236522,12.0,-0.23664505414708475
PHC,CTCP Xây dựng Phục Hưng Holdings,1,2019,0.0,-0.12708464975062042,-0.1551504414506967,-0.06945138864226612,-0.0921714581186296,-0.4666948138143819,-0.5585959460746919,-0.30258505191753543,-0.2745200566857879,-0.303769107383637,0.7226697158821608,0.14087212714866024,-0.010380186620695982,0.23217698319022564,-0.1585521028964166,18.0,-0.34322780026341954
PHN,CTCP Pin Hà Nội,0,2019,0.0,-0.18072521394345067,-0.20218820310784416,-0.06935450479047,-0.08456634859376701,-0.4667178397016829,-0.5183053496265339,-0.30878727966816977,-0.20483090348226915,0.09205495980628318,-0.01391247810681781,-0.02569589285015398,-0.06463101892797775,-0.038226584008035185,0.745864280994701,15.0,1.3843358778157882
PHR,CTCP Cao su Phước Hòa,1,2019,0.0,0.0658488334970758,0.02894275240021399,-0.06931785139310599,-0.07116582625271638,-0.46510264844377674,-0.582843105632396,-0.26519872577136405,-0.11259525953643555,-0.1790787009124435,0.9301003964304553,2.581304296624131,3.144206321483019,3.779679568005917,0.38596075744252417,26.0,0.33797580069194916
PIA,CTCP Tin học Viễn thông Petrolimex,0,2019,0.0,-0.18308461582352983,-0.20568885269003073,-0.06937868911563218,-0.10704438111585496,-0.46671944699368706,4.145556040276848,-0.3135484971876332,-0.03470738242662052,-0.1027658502797859,-0.06416804915215175,-0.00964779585843013,-0.03757755239318543,0.03198237140702098,1.4970041054435976,16.0,1.3302446141957427
PIT,CTCP Xuất nhập khẩu Petrolimex,1,2019,0.0,-0.18051775854774632,-0.20021307484868223,-0.06926405149677453,-0.10554341042081058,-0.4667189058783203,-0.1540749013138502,-0.31282658650197104,-0.30116590938125093,-0.2905814902222557,1.322020915957001,0.1815712773582798,-0.271663553130035,-0.06808657150321734,-0.2796490531739726,20.0,-0.3959088481198418
PJC,CTCP Thương mại và Vận tải Petrolimex Hà Nội,0,2019,0.0,-0.17815723675303244,-0.18692728417738527,-0.06935860659867485,-0.08529547164053619,-0.466718039816218,-0.3659076371580471,-0.31207498531534233,-0.34215952891273255,-0.20809514963777787,1.0157830905381995,0.12306463229696367,0.15189963679822346,-0.528810594460822,0.6146053488756719,20.0,0.4322607009014065
PJT,CTCP Vận tải Xăng dầu đường Thủy Petrolimex,1,2019,1.0,-0.1680710171934268,-0.17878672435154785,-0.06929243339920348,-0.09560749450569894,-0.466715963780065,-0.580283745159717,-0.2779525241104673,-0.3688053816081956,-0.27081877999538784,-0.0664772271399212,-0.048134797919442,-0.06908240112027093,-0.22697201318355467,0.11920873410385177,20.0,0.1196914229871616
PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,0,2019,0.0,-0.06543510475960151,-0.08170135506083306,-0.06941939640386956,-0.09575327997801324,-0.4666923864295008,-0.4859172397284621,-0.31029162007012545,-0.27042069473263974,-0.2915355879364593,1.4415127660115459,0.4147308932180007,0.5142973594664239,0.2495962336985647,-0.13314714829273355,15.0,-0.26131923939826796
PLP,CTCP Sản xuất và Công nghệ Nhựa Pha Lê,1,2019,1.0,-0.1592276696807057,-0.18144588754361612,-0.06936582115699604,-0.0992550665915223,-0.46671788190673547,-0.5696852465085465,-0.2965607303660426,-0.3073149523109732,-0.28235930807006254,-0.1312413579161359,-0.08522735114090751,-0.09522352771014694,-0.16911368632919638,0.1640908205703585,11.0,-0.02657697830930238
PLX,Tập đoàn Xăng Dầu Việt Nam,1,2019,0.0,2.4106448556164364,2.6301749222273143,-0.0694424292831141,-0.08873000777442289,-0.4634653317006108,-0.589892579466971,2.8834529825419626,-0.26632133277949155,-0.1557568314780178,0.0682462232972898,-0.050145278826246545,-0.06535235087075804,-0.13502420642252447,0.22675637525944345,24.0,0.2091899634037409
PMB,CTCP Phân bón và Hóa chất  Dầu khí Miền Bắc,0,2019,0.0,-0.1855309919473458,-0.2071340729109839,-0.06930907123543936,-0.10164151280632798,-0.4667179499750825,-0.4591457424858608,-0.31097291442249875,0.08417411421467615,-0.14862299191137504,0.39322260460627706,-0.06083152188466155,-0.06698049355797402,0.11341588845069425,-0.15516477561592554,11.0,0.1773243435096607
PMC,CTCP Dược phẩm Dược liệu Pharmedic,0,2019,0.0,-0.15393864588491268,-0.17787774048186691,-0.06940918036266175,-0.07011956272881426,-0.4667186304212816,-0.5488590733801123,-0.30519704318164376,0.4039243465602327,0.5025535057442346,-0.11723459099944308,-0.04469708296185178,-0.00991204650289932,-0.022779390392894804,0.735702299153228,22.0,1.9183858314942857
PMG,CTCP Đầu tư và Sản xuất Petro Miền Trung,1,2019,0.0,-0.13983560655926774,-0.15871997122899048,-0.06949212127932837,-0.09841075019168508,-0.4667053559555999,-0.5817207494797191,-0.2717622780586608,-0.3298614430532881,-0.2461594503094758,-0.02627977572150245,-0.021617038526835074,-0.09108138984675271,-0.33160542403688903,-0.02475267531701896,12.0,-0.14154141453321165
PMP,CTCP Bao bì đạm Phú Mỹ,0,2019,0.0,-0.18655228296287152,-0.2058943665324129,-0.06947241525366067,-0.1015848293273834,-0.4667185245701971,-0.5069831318940873,-0.30944661055678707,-0.31961303817041764,-0.2880939982662163,-0.039628842035432314,-0.071890364113835,-0.08130137768172745,-0.15602062037453754,-0.29743252139655074,11.0,-0.4591088181545253
PMS,CTCP Cơ khí Xăng dầu,0,2019,0.0,-0.18136116864368143,-0.20150001391459998,-0.06937900774092637,-0.09232370120246923,-0.46671291170756646,-0.5807167606331965,-0.2762889185555765,-0.27247037570921384,-0.2669669308946291,0.06868449304438827,-0.064956452599336,-0.05652343169887545,-0.15502832443974596,-0.04084247989935169,22.0,0.0368846896734361
PNC,CTCP Văn hóa Phương Nam,1,2019,0.0,-0.18529064395963044,-0.20255782500110536,-0.06925936881424162,-0.09963573952952061,-0.46669657398732006,-0.5515630372925117,-0.30460440137577693,-0.327811762076714,-0.271127939516669,0.1121464977942059,-0.05906207891660806,-0.04789847972259261,0.040520505825862356,0.019282579329365012,26.0,-0.29007684400327116
PNJ,CTCP Vàng bạc Đá quý Phú Nhuận,1,2019,0.0,0.4638624741435645,0.3579276275828929,-0.06930242876015409,-0.08412357821968672,-0.46671221647069877,0.007902811448562534,-0.3130419872997525,-0.41594804406939945,0.09933725647618424,29.835865029364996,17.855305811497264,11.147431387778516,32.41353615353268,0.9084559904582729,15.0,1.1752899806826917
POM,CTCP Thép Pomina,1,2019,1.0,-0.1703819131497847,-0.12421401506194168,-0.06946823317156418,-0.10704438111585496,-0.46671798645812745,-0.5771965358381091,-0.28655251225833656,-0.3298614430532881,-0.3015252932136064,-0.08441303004548978,-0.09708309851069452,-0.08237277960661006,-0.16416441718618216,-0.6810473359121653,20.0,-1.0546278813728078
POT,CTCP Thiết bị Bưu điện,0,2019,1.0,-0.16449893973774932,-0.1829876202251365,-0.06946154059179734,-0.10076125555850633,-0.46671239906111567,-0.5773949445174288,-0.2861264660068712,-0.24582452301375074,-0.303619230475535,-0.1013863467372848,-0.07821527527245742,-0.09586150706461963,-0.1326058084665223,-0.3414677760429348,14.0,-0.5949961592864919
PPC,CTCP Nhiệt điện Phả Lại,1,2019,0.0,0.4314046167467263,0.3222178562578089,-0.06935361182057577,-0.08688430498936461,-0.4666246034834124,-0.5868793808784435,-0.20258735612632114,0.13951550058217632,0.2611216430140442,0.2273549031472181,0.362628163939613,0.5095193459760959,0.6097794013315087,1.033787099836443,13.0,1.6484192671211646
PPS,CTCP Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,0,2019,1.0,-0.18428443521560925,-0.20361352551831102,-0.06943643174486255,-0.09771580682612066,-0.46670973854595493,-0.5766336812805819,-0.287692308358235,-0.1412907932084727,-0.28743169454741374,-0.1266489729027815,-0.08099159392618342,-0.08792539796343166,-0.05397539290808874,-0.20851518028366,12.0,-0.276196307393736
PRC,CTCP Logistics Portserco,0,2019,0.0,-0.19024038090728174,-0.21122740851047472,-0.069413591546635,-0.10704438111585496,-0.4667190468913516,-0.4688191089083562,-0.31076147546378746,-0.29091750449838055,-0.2846349139220125,-0.031767088108885476,-0.0720116733534553,-0.019446944454244927,-0.2055229632768737,-0.2669465758721311,17.0,-0.3926971638348727
PSC,CTCP Vận tải và Dịch vụ Petrolimex Sài Gòn,0,2019,1.0,-0.18159655683623352,-0.19779517176005126,-0.06947378247939441,-0.09310376762904937,-0.46671428933688663,-0.5892099208047786,0.12452558346907058,-0.3503582528190289,-0.26398509391289376,-0.1292632340263978,-0.09027000011216714,-0.10092583944622523,-0.1796746824147938,0.17171230695146342,19.0,0.03355508711642089
PSD,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,0,2019,0.0,-0.1475875178439029,-0.174627665413585,-0.0695116686556746,-0.09837246112132782,-0.4665290876884767,-0.5888131257798536,-0.021833081046584355,-0.2806690996155101,-0.29614768434067384,0.05937880827271569,-0.07289406613850469,-0.11060868922134279,-0.09760829485249463,-0.22460498486599265,11.0,-0.3714603184947853
PSW,CTCP Phân bón và Hóa chất Dầu khí Tây Nam Bộ,0,2019,0.0,-0.18863958842718348,-0.21027920648135875,-0.06929365749806102,-0.10547818202156481,-0.4667055286650166,-0.567647090203915,-0.29811629324253314,0.19485688694967648,-0.09144441142983722,0.39566619860968677,-0.0843931495172634,-0.07316786768791082,0.13524927432563577,-0.5150682991681025,11.0,-0.3656930446840848
PTB,CTCP Phú Tài,1,2019,0.0,0.0678980444851243,0.06876664794013963,-0.069429329847884,-0.06668411339733814,-0.4667053618007976,-0.5859941999302029,-0.22711706730930856,-0.327811762076714,-0.20135777713013678,-0.06476099086807179,-0.02938229006982924,-0.01452251380310225,-0.14310913093781338,0.6112180215951808,15.0,0.6588371823278955
PTC,CTCP Đầu Tư Icapital,1,2019,1.0,-0.15589440118895107,-0.18335272257374807,-0.06935010516987304,-0.09807319322558822,-0.4667190604254308,-0.4669596335678363,-0.31080470074507327,0.1190186908164355,-0.16639617300180334,-0.1563953643357043,0.0976591993668074,-0.06529227165441813,0.04240184987364813,1.1379474137115435,23.0,2.458050291397193
PTL,CTCP Victory Capital,1,2019,1.0,-0.191622012034447,-0.21241693514490462,-0.06935474682821625,-0.10704438111585496,-0.4666929148933479,-0.5868738334709539,-0.2027843248735446,-0.016260253637453783,-0.2186433207238889,-0.1572105644156276,-0.099096579150906,-0.19883070670066308,0.011351684222563144,-0.7098396177963395,12.0,-0.6907571109747617
PTS,CTCP Vận tải và Dịch vụ Petrolimex Hải Phòng,0,2019,1.0,-0.18385279562356502,-0.19786104854509295,-0.06943225818781179,-0.10115823559631608,-0.46671920431379155,-0.5570179662543498,-0.30311306868953375,-0.37290474356134373,-0.30544613291899486,-0.12342810346468892,-0.08616082475633254,-0.09946261276288165,-0.19278509836676802,-0.27880222135384986,19.0,-0.4724676095036628
PV2,CTCP Đầu tư PV2,0,2019,1.0,-0.18655697682377653,-0.2090673941090734,-0.06928789772293037,-0.10424882238097982,-0.46669150689229405,-0.581204344857362,-0.2742196224029269,-0.4241467679756957,-0.10251481719154329,-0.15660035555620203,-0.07790386231937461,-0.29428711408996183,-0.11456953517264895,-0.24916310764955296,12.0,-0.08923861934538085
PVB,CTCP Bọc ống Dầu khí Việt Nam,0,2019,1.0,-0.1701214891463473,-0.19072980865285297,-0.06941472893764565,-0.10704438111585496,-0.46670133912935935,-0.5842739340169589,-0.2531009018703088,-0.1576882410210653,-0.23399249282286497,-0.12597673810202284,-0.06906510223541962,-0.028284084968918634,0.031519680602762105,-0.09419288456708616,12.0,-0.09539545546770979
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,0,2019,0.0,-0.16898994655637833,-0.18457706935807827,-0.06926367832825873,-0.10351617700065135,-0.4656020152401465,-0.5879620116705563,-0.14363184375440005,-0.15563856004449123,-0.28656124375384623,0.6027131389696433,0.0204582762779693,0.257699122066699,1.0447080996849707,-0.5497884037931361,14.0,-0.5340164738762715
PVD,Tổng Công ty cổ phần Khoan và Dịch vụ khoan Dầu khí ,1,2019,0.0,-0.05137476728186783,0.10855061036825042,-0.06939636856245643,-0.10237865894620439,-0.4664052632639047,-0.48752160361918956,-0.31023948624014186,-0.07980036391125028,-0.2374946449685963,2.7031432961223785,1.3407400653277357,16.686714784567638,10.29873779281793,-0.5895894993389063,13.0,-0.5815369383457037
PVG,CTCP Kinh doanh LPG Việt Nam,0,2019,0.0,-0.1841678800292721,-0.1951408061496692,-0.0694057528453154,-0.10704438111585496,-0.4662971630925724,-0.5895957167318232,0.5416125238636508,-0.2601722898497693,-0.2851490767936394,0.1557629649486288,-0.08847349150919155,-0.108440218628867,-0.21235474616926367,-0.49813166276564713,12.0,-0.6987219472088053
PVP,CTCP Vận tải Dầu khí Thái Bình Dương,1,2019,1.0,-0.10572795688070181,-0.03652704582953784,-0.06939727446828135,-0.0950162642949353,-0.46671922453852765,0.02065240429130023,-0.31305409067358525,-0.19663217957597282,-0.27963042316569015,-0.11421997167564765,-0.06065553317172373,-0.06254056009290707,-0.15061866178186617,-0.1509306165153117,11.0,0.08389394844657695
PVS,Tổng Công ty cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,0,2019,0.0,0.2678291617592899,0.33330595664208784,-0.06948465953619491,-0.09501828637531191,-0.46645862636933016,-0.4492866744282356,-0.31115849932604583,-0.10029717367699105,-0.2619444728632827,3.3048447495361293,1.362649042861247,6.473816942775154,7.811381078490387,-0.23730746216783413,12.0,-0.16973085884085506
PVT,Tổng Công ty cổ phần Vận tải Dầu khí,1,2019,0.0,0.28743208932729614,0.4435165619276551,-0.06952234586897421,-0.0932819716157888,-0.46665495472414553,-0.57369723438417,-0.2923624125028504,-0.12489334539588004,-0.23960607694013014,0.09981643511758109,0.1520624164724977,0.13494184638935167,0.08198247773737694,0.05484951577452132,12.0,0.14684436186264657
QBS,CTCP Xuất nhập khẩu Quảng Bình,1,2019,1.0,-0.2416354584632469,-0.2504462805215167,-0.06941376896357172,-0.10704438111585496,-0.4667171618612564,-0.5780404682530429,-0.2846425161182725,-0.2745200566857879,-0.2957245271575599,-0.09133794349510269,-0.1367279253603711,-0.10914052765742613,-0.14348913274347586,-1.538041137876408,12.0,-2.2128342316976686
QCG,CTCP Quốc Cường Gia Lai,1,2019,1.0,-0.13301214451821253,-0.1459375623688845,-0.06945075286928583,-0.10394381438610661,-0.46671930322441185,-0.5721567541431888,-0.2941977105145327,-0.40979900113967715,-0.3033662511124013,-0.15448189137015803,-0.09319378111403118,-0.10112063035962916,-0.07778341632570147,-0.5260771128296985,12.0,-0.6309688369865675
QHD,CTCP Que hàn điện Việt Đức,0,2019,1.0,-0.18509245786820164,-0.20531264142084757,-0.06943518360681082,-0.10029526387429456,-0.46669691118193185,-0.5879568881785721,-0.14405791858586497,-0.2232780322714359,-0.13264769492701875,-0.13365098739197254,-0.0880413863564493,-0.10543900186018382,-0.14685604992908466,0.4528604712322229,11.0,0.6424243228274439
QST,CTCP Sách và Thiết bị Trường học Quảng Ninh,0,2019,1.0,-0.18929508161644404,-0.21080441436966335,-0.06938936355724927,-0.09617315518395825,-0.4667173600314191,-0.5894810950333943,0.35305937149690053,-0.36060665770189926,-0.2654277045185128,-0.1591515248143309,-0.09886035008809757,-0.11362868761791303,-0.16678649694490863,0.283494107207669,36.0,0.12343446743213078
QTC,CTCP Công trình Giao thông Vận tải Quảng Nam,0,2019,1.0,-0.18850806413285598,-0.20991646558039856,-0.0693897252933295,-0.08704039654875974,-0.4667194151270912,-0.49864395956556873,-0.3098277164338935,-0.14539015516162082,-0.18183212530747728,-0.15056297740260766,-0.09627257652265529,-0.10909884763488395,-0.15809066805170968,0.3114395572717204,22.0,0.43417629635417493
RAL,CTCP Bóng đèn Phích nước Rạng Đông,1,2019,0.0,-0.09672407924419808,-0.10424927776796139,-0.06926101799488063,-0.0061841208128956575,-0.4659783000987528,-0.5600936630199895,-0.3020323526606846,-0.2540232469200471,-0.2847295396367761,5.375914686645536,1.8298756289212452,3.2333949740475387,3.751282807134284,-0.001888216173704225,15.0,-0.14822899940103562
RCL,CTCP Địa ốc Chợ Lớn,0,2019,1.0,-0.18543987106912596,-0.2079831063601502,-0.06951140676163542,-0.10122613835993093,-0.46670627746696924,-0.5830320224351122,-0.2638860625297275,-0.3134639952406954,-0.2739147211466913,-0.15552242925523224,-0.0955445329313613,-0.09002234657833415,-0.13903117744858462,-0.370260057927109,15.0,-0.4601321315232547
RDP,CTCP Rạng Đông Holding,1,2019,1.0,-0.1229883681815626,-0.13108366318026693,-0.06944595339173529,-0.1047379049185246,-0.4667093180785818,-0.5858746291045612,-0.229623736470154,-0.29091750449838055,-0.3006008160982673,-0.07607617636380416,-0.054071117111505015,-0.09076498699618954,-0.13805272774435856,-0.1526242801555572,14.0,-0.44354093319500826
REE,CTCP Cơ Điện Lạnh,1,2019,0.0,0.7518476135199159,0.6035601526604618,-0.06939107884205646,-0.07936066573515999,-0.4663540825469956,-0.574193955523976,-0.2916943599155235,-0.12489334539588004,-0.20244172365360102,0.5467086628401058,2.032698026220648,4.15810835546073,2.0473547046488303,0.4206808620675577,26.0,0.42821457907367283
S4A,CTCP Thủy điện Sê San 4A,1,2019,1.0,-0.1251153871687013,-0.14035947911948124,-0.06940592835467306,-0.09034304085937148,-0.46662557916321457,-0.5890319316749079,0.04405033295733981,-0.20073154152912098,-0.13165978599058903,-0.1424592530045044,-0.027822608272925323,-0.08068494389074926,-0.1614072309675128,0.4545541348724684,12.0,0.7113684574226748
S55,CTCP Sông Đà 505,0,2019,1.0,-0.16315045016232618,-0.18154901518085598,-0.06942334593550031,-0.07632089187350868,-0.46671935123989555,-0.37739387004198977,-0.31199142365656773,-0.16383728395078756,-0.2855744428116448,-0.14471242111949262,-0.08247180023524243,-0.06531806923048804,-0.1415489784582891,-0.197506366622064,15.0,-0.32929459626793783
S99,CTCP SCI,0,2019,1.0,-0.14265975361330197,-0.12938621346304852,-0.06936558568982026,-0.09984101330194704,-0.46648632101598564,-0.5890922878567816,0.06780690361444017,-0.22737739422458406,-0.29444367268176563,-0.06296921594428426,-0.041820503955836356,-0.07887954139569126,-0.04183435333281966,-0.30420717595753294,12.0,-0.5588032433834343
SAB,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Sài Gòn,1,2019,0.0,2.5256466706440883,2.2882786721139663,-0.0693341866889387,-0.0829423571377451,-0.4666181216236784,-0.5870899180881923,-0.1945570375892438,0.14976390546504667,1.5194068158275926,-0.05491789786846991,0.01811641160745863,0.04782258424487879,0.03654593352738416,1.4385727098551264,16.0,1.8328798674522535
SAF,CTCP Lương thực Thực phẩm Safoco,0,2019,0.0,-0.17038360090276725,-0.18939616513600963,-0.0695404544147194,-0.08092725619984559,-0.46671668603755906,-0.5789797643684627,-0.28217273476469334,-0.20688058445884322,0.20120622174343933,-0.029492834944849926,-0.05820781742214021,-0.0797778245095407,-0.10111593132903174,1.9703830928922257,14.0,1.979621958659409
SAM,CTCP SAM HOLDINGS,1,2019,0.0,-0.10156154828607711,-0.11899884788701617,-0.06933520819776126,-0.10532685213531463,-0.4667077509240715,-0.5196557056026982,-0.3086944777992882,-0.25197356594347303,-0.23797177235044767,0.29654526287909305,0.1222070404005365,-0.021473600607858793,0.31648396036486204,-0.4109079852930019,21.0,-0.49327233138187726
SAV,CTCP Hợp tác Kinh tế và Xuất nhập khẩu Savimex,1,2019,1.0,-0.17596026452715213,-0.19602660600799188,-0.0693615928526453,-0.10027184687896533,-0.4667079364618269,-0.5897495452419721,1.064820257478362,-0.24787420399032487,-0.27297755768839393,-0.15863245819664762,-0.09877696304410889,-0.11308984090704198,-0.16521577725875486,-0.05269812538107044,34.0,-0.03510721766652846
SBA,CTCP Sông Ba,1,2019,1.0,-0.13042826583327835,-0.14737976729684749,-0.06936148510296708,-0.09666412934508115,-0.4667023514571269,-0.5888420570289605,-0.014548978023661497,-0.3360104859830103,-0.15609897696517688,-0.1452070899070948,-0.04289692228734899,-0.06437940699793883,-0.18236303919280278,0.23691835710091677,16.0,0.34465933285865
SBT,CTCP Thành Thành Công - Biên Hòa,1,2019,0.0,0.2638843467248417,0.3347025183447374,-0.06940643734032205,-0.10401530471167998,-0.46670055706491737,-0.0073253858397681485,-0.31302683681368293,-0.3114143142641213,-0.22564605009711677,5.29034420337267,2.9085399779378105,-10.747123291106075,1.795438502844839,-0.36179173972588125,24.0,-0.4841663860273909
SBV,CTCP Siam Brothers Việt Nam,1,2019,1.0,-0.1613821789145207,-0.1807758783740388,-0.06933730887011909,-0.10203862330093622,-0.4667160189207059,-0.5671774299882056,-0.29843536120429137,-0.1392411122318986,-0.2100506503237075,-0.11153609942890794,-0.04972755987237356,-0.06003992587584585,-0.03605578657121881,0.17255913877158616,24.0,0.3595904708089395
