iter	Logloss
293	0.06896480831
294	0.06865359557
295	0.06836557476
296	0.06798741745
297	0.06783203293
298	0.06762055013
299	0.06733409641
300	0.06720891862
301	0.06681287313
302	0.06668491306
303	0.06648384634
304	0.06627663099
305	0.06612085291
306	0.06575658762
307	0.06552118272
308	0.06516787691
309	0.06505493036
310	0.06477063059
311	0.06461236552
312	0.06433903994
313	0.06404672386
314	0.0638906962
315	0.0636214587
316	0.06341222373
317	0.06326486323
318	0.06313561098
319	0.06294856504
320	0.06273775153
321	0.06264306212
322	0.0624095002
323	0.06213811928
324	0.06195401609
325	0.06181541274
326	0.06149317764
327	0.06134837196
328	0.06118040063
329	0.06112402908
330	0.06085157126
331	0.06082106308
332	0.06054773039
333	0.06030318088
334	0.06006054066
335	0.05979683838
336	0.05965020587
337	0.0594688498
338	0.05933201411
339	0.05917934818
340	0.05887723121
341	0.05873953262
342	0.05857034785
343	0.05836377773
344	0.05812243226
345	0.05790224206
346	0.05768325946
347	0.05764489321
348	0.05742087932
349	0.05735586214
350	0.05716588415
351	0.05682853712
352	0.05658148822
353	0.05642035596
354	0.05626421779
355	0.05624228788
356	0.05604015855
357	0.05592990994
358	0.05576220462
359	0.05550008458
360	0.05531309835
361	0.0551629556
362	0.05505865577
363	0.05494823063
364	0.05476133313
365	0.05458534141
366	0.05442954842
367	0.05413643859
368	0.05390233031
369	0.05379069087
370	0.05362177934
371	0.05337681642
372	0.05327485968
373	0.05308408217
374	0.05295713217
375	0.0527791054
376	0.05261292229
377	0.05239945126
378	0.05225640023
379	0.05216772601
380	0.05211252984
381	0.05203577337
382	0.05196848641
383	0.05181643865
384	0.05164918586
385	0.05156638268
386	0.05150547611
387	0.05135393327
388	0.05112024238
389	0.05098024315
390	0.05082939029
391	0.05069212658
392	0.05055162681
393	0.05052684067
394	0.05029787016
395	0.05023743401
396	0.04997313335
397	0.04980821415
398	0.04958421507
399	0.04956498743
400	0.04939097755
401	0.04916506901
402	0.0489729717
403	0.04883999345
404	0.04861779136
405	0.04838140555
406	0.04828059849
407	0.04823234237
408	0.04813897113
409	0.04805930501
410	0.04793561798
411	0.04786975897
412	0.04778531663
413	0.04765563483
414	0.04757610702
415	0.04736909429
416	0.04729676993
417	0.04714844507
418	0.0470915987
419	0.04701356537
420	0.04676737501
421	0.04656226463
422	0.04629460162
423	0.04624923075
424	0.04612731019
425	0.04600972618
426	0.04591476521
427	0.04571243672
428	0.04560084632
429	0.04545495109
430	0.04528190251
431	0.04520278853
432	0.04512293038
433	0.04502188461
434	0.0449676577
435	0.04485604051
436	0.04477854139
437	0.04470136358
438	0.04459547399
439	0.04447849874
440	0.04442208478
441	0.04434173949
442	0.04425179899
443	0.04411537519
444	0.04398552558
445	0.04386763565
446	0.04379693914
447	0.04376543793
448	0.04370827423
449	0.04366042605
450	0.04356839702
451	0.04343291288
452	0.04329640433
453	0.04315655564
454	0.0430455355
455	0.04288871004
456	0.0427327433
457	0.04266070285
458	0.042566195
459	0.04242892293
460	0.04228348488
461	0.04222765088
462	0.04220778002
463	0.04208874569
464	0.04200312528
465	0.0419493719
466	0.04184407049
467	0.04172943394
468	0.04164559072
469	0.04155366291
470	0.04143860604
471	0.04137494366
472	0.04125627244
473	0.04115963745
474	0.04107404068
475	0.04097333186
476	0.0409065688
477	0.04084434224
478	0.04072557658
479	0.04053948943
480	0.04052443796
481	0.04047068177
482	0.04035100529
483	0.04030585659
484	0.04023454205
485	0.04016003801
486	0.04007382664
487	0.03995691716
488	0.03989996552
489	0.0398784608
490	0.03983353671
491	0.03978228286
492	0.03965225445
493	0.03951294161
494	0.03932517011
495	0.03919211499
496	0.0390193442
497	0.03900766767
498	0.0389927982
499	0.03888858598
500	0.03883806415
501	0.03873239927
502	0.03865765026
503	0.03858392019
504	0.03855534504
505	0.03849309907
506	0.03837952116
507	0.03829207559
508	0.03814820296
509	0.03809227179
510	0.03798515594
511	0.03782462287
512	0.03772154906
513	0.03765064426
514	0.03757968081
515	0.03744796008
516	0.03738493318
517	0.03733308675
518	0.03727625217
519	0.0372584352
520	0.03722356189
521	0.03709665104
522	0.03701091215
523	0.03688145385
524	0.03683735263
525	0.0367822644
526	0.03662486589
527	0.03655242792
528	0.03648016853
529	0.03646675977
530	0.03639956525
531	0.0363513109
532	0.03631013088
533	0.03619693598
534	0.03613804508
535	0.03606193941
536	0.03601986452
537	0.03594600229
538	0.03587794576
539	0.03583934456
540	0.03580762539
541	0.03579874136
542	0.03562388649
543	0.03553227967
544	0.03544392208
545	0.03535424136
546	0.03523472515
547	0.03518962534
548	0.03513283282
549	0.03504747077
550	0.03497631815
551	0.03493280768
552	0.03483871025
553	0.03474469778
554	0.03469803679
555	0.0346601028
556	0.03450370157
557	0.03446121165
558	0.03438689621
559	0.03431674808
560	0.03415916599
561	0.03413310698
562	0.03405626597
563	0.03400651904
564	0.03392014096
565	0.03385351235
566	0.03375278514
567	0.03370972906
568	0.03362039944
569	0.03351716209
570	0.03332486012
571	0.03329562436
572	0.0332506079
573	0.03317418538
574	0.03314136198
575	0.03313261474
576	0.03308988774
577	0.03301595405
578	0.03300754514
579	0.03297057845
580	0.03286992101
581	0.03276923039
582	0.03268852214
583	0.03259882694
584	0.03253207307
585	0.03244100536
586	0.03239157877
587	0.03232211134
588	0.03220989783
589	0.03220322025
590	0.03209952236
591	0.03207101217
592	0.03199926247
593	0.03195993418
594	0.03183965012
595	0.03170613583
596	0.03160422094
597	0.03154643683
598	0.03149192262
599	0.03142235754
600	0.03137118854
601	0.03132511415
602	0.03127197966
603	0.03125564499
604	0.03116931459
605	0.0310975089
606	0.03099884438
607	0.03092907658
608	0.03087935587
609	0.03079690498
610	0.03072039683
611	0.03069957611
612	0.03066555676
613	0.03063856713
614	0.03053957522
615	0.03048167242
616	0.03035741839
617	0.03034973699
618	0.03033827467
619	0.03025867278
620	0.03016485915
621	0.03014823125
622	0.03011136932
623	0.03007909345
624	0.0300195184
625	0.02993845762
626	0.02984104028
627	0.02978928136
628	0.02973443952
629	0.02971748026
630	0.02967441275
631	0.02963482417
632	0.0295714942
633	0.02950345813
634	0.02947172566
635	0.02938236108
636	0.02934010578
637	0.02927692382
638	0.02918873825
639	0.02911926416
640	0.02904795882
641	0.02894515573
642	0.02889935761
643	0.02883215724
644	0.02876489549
645	0.02876005869
646	0.028723168
647	0.02866285897
648	0.02859006974
649	0.02854670915
650	0.02846993276
651	0.02840703391
652	0.02833530463
653	0.02823815474
654	0.02818563493
655	0.02813612298
656	0.02805057932
657	0.02800168015
658	0.02795439061
659	0.02788363371
660	0.02785184832
661	0.02781629567
662	0.02777275046
663	0.02767305514
664	0.02758325935
665	0.02751474981
666	0.02746416783
667	0.0273627822
668	0.02728243531
669	0.0272157539
670	0.02712260527
671	0.02708873392
672	0.02705100033
673	0.02697132499
674	0.02692893445
675	0.02687984632
676	0.02681694715
677	0.02681148259
678	0.02675241262
679	0.02666966802
680	0.02660060505
681	0.02657299016
682	0.02650423565
683	0.02643316892
684	0.02634669335
685	0.02631861021
686	0.02630283755
687	0.02624156663
688	0.02618816857
689	0.0261329194
690	0.02612170739
691	0.02610438899
692	0.02604975664
693	0.026035843
694	0.02598560158
695	0.02593377425
696	0.02589598566
697	0.02587103516
698	0.02586050471
699	0.0258492848
700	0.02583491603
701	0.02577883206
702	0.02574267404
703	0.02568769358
704	0.02562921557
705	0.02554864074
706	0.02553690181
707	0.02549407607
708	0.02547261633
709	0.0254178225
710	0.02535701926
711	0.02531735857
712	0.02529119411
713	0.02523204378
714	0.0252182575
715	0.02517136221
716	0.025118078
717	0.02508641501
718	0.0250695034
719	0.02502446181
720	0.02494990686
721	0.02490939937
722	0.02489280502
723	0.0248175571
724	0.02476896113
725	0.02473569065
726	0.02470652869
727	0.02465134524
728	0.02462848583
729	0.02457925034
730	0.02453402263
731	0.02446172919
732	0.02445500221
733	0.02441922265
734	0.02436134629
735	0.02432317292
736	0.02430715269
737	0.02425507385
738	0.02421548706
739	0.02412281528
740	0.02410821865
741	0.02403977896
742	0.0240349996
743	0.02399948
744	0.02396867255
745	0.02387887795
746	0.02379458706
747	0.02377861633
748	0.02373495517
749	0.02364656518
750	0.02358244629
751	0.02356453176
752	0.02350088892
753	0.02343105101
754	0.02337864521
755	0.02337288858
756	0.02332459835
757	0.02331377163
758	0.0232628175
759	0.02323657862
760	0.02318627378
761	0.02312686431
762	0.02308787435
763	0.02308302502
764	0.02303813785
765	0.02302778532
766	0.02302059175
767	0.02299835664
768	0.02297648355
769	0.02288785323
770	0.02284146209
771	0.02279866621
772	0.02271866059
773	0.02268813522
774	0.02262589237
775	0.02256098616
776	0.02246476232
777	0.02245925091
778	0.02245262648
779	0.02242556968
780	0.02241738256
781	0.02235774196
782	0.02232194639
783	0.02226049826
784	0.02222436966
785	0.0222008004
786	0.02214974955
787	0.02206339914
788	0.0220420244
789	0.02203338158
790	0.02199936
791	0.02197740574
792	0.0219736183
793	0.02196857987
794	0.02189679654
795	0.02185334742
796	0.02177596693
797	0.02173339511
798	0.02170592597
799	0.02169446013
800	0.02167178926
801	0.02162620816
802	0.02161031989
803	0.02155338205
804	0.02150142502
805	0.02145703614
806	0.0214254535
807	0.021382176
808	0.02134496809
809	0.02132977921
810	0.02128943039
811	0.02127627135
812	0.02124010134
813	0.02118044997
814	0.02113199916
815	0.021078126
816	0.02106158142
817	0.02104525108
818	0.02103646302
819	0.02103046471
820	0.02100424521
821	0.02097930498
822	0.02095808023
823	0.0209079389
824	0.02089728954
825	0.02085559934
826	0.02084953784
827	0.02084105627
828	0.02081575437
829	0.02074063825
830	0.02073377479
831	0.02068148392
832	0.02060970001
833	0.02053496572
834	0.02047798967
835	0.02044801024
836	0.02039461754
837	0.02036074148
838	0.02035438869
839	0.02034918702
840	0.02031988492
841	0.02027506304
842	0.02023155639
843	0.0201591899
844	0.02015513358
845	0.02014623787
846	0.02011153584
847	0.0200714313
848	0.02000152647
849	0.0199950408
850	0.01997018697
851	0.01996493106
852	0.01992695132
853	0.01989948925
854	0.01989521377
855	0.01987255916
856	0.01982029859
857	0.01977276024
858	0.01972873144
859	0.01967934664
860	0.01965067585
861	0.01963152621
862	0.01961849496
863	0.019560752
864	0.01950468634
865	0.01946098214
866	0.01942437384
867	0.0194184048
868	0.01939198383
869	0.01938830249
870	0.01930095099
871	0.01927081164
872	0.01922783827
873	0.01914577431
874	0.01914130134
875	0.01912876725
876	0.01908763932
877	0.0190244982
878	0.01895871936
879	0.0189392535
880	0.01886045121
881	0.01885838555
882	0.01881264394
883	0.01877520219
884	0.01872840827
885	0.018669434
886	0.0186148831
887	0.01860575691
888	0.01860164909
889	0.01854495658
890	0.01850200586
891	0.01843013347
892	0.01842558397
893	0.01836215862
894	0.01835839208
895	0.01833874671
896	0.01830809616
897	0.01826301178
898	0.01819577794
899	0.01819116781
900	0.01814830375
901	0.01806979254
902	0.01803109185
903	0.01795483536
904	0.01794653627
905	0.01792831973
906	0.01788581424
907	0.01784556773
908	0.01779711676
909	0.01777358397
910	0.01770177227
911	0.01767658813
912	0.01760325203
913	0.01759998519
914	0.01754345114
915	0.01749018014
916	0.01748685531
917	0.01744258884
918	0.01740986617
919	0.0173820486
920	0.01731991725
921	0.01728613537
922	0.01724537798
923	0.01722138036
924	0.0171901296
925	0.01712211308
926	0.01705655333
927	0.01699167432
928	0.01696168178
929	0.01692579261
930	0.01688935307
931	0.01687695048
932	0.0168742038
933	0.0168239764
934	0.01678140264
935	0.01672197489
936	0.01671016938
937	0.01663049808
938	0.01662779848
939	0.01653450134
940	0.01647997626
941	0.01644533911
942	0.01644054576
943	0.01636735072
944	0.01633300419
945	0.01632832538
946	0.01632419413
947	0.01628935045
948	0.01628004084
949	0.01625627241
950	0.01622226454
951	0.01617033265
952	0.0161674948
953	0.01614647998
954	0.01609892969
955	0.01609728658
956	0.01604091774
957	0.01598586214
958	0.01598275409
959	0.01593844936
960	0.01591365963
961	0.01588451494
962	0.01588052628
963	0.01582231909
964	0.01579284138
965	0.01578934312
966	0.01574192997
967	0.01571472653
968	0.01566977722
969	0.01562328407
970	0.0155663118
971	0.01555175831
972	0.01550999348
973	0.01544481552
974	0.01539913226
975	0.0153967707
976	0.01535522468
977	0.01535172186
978	0.01529624184
979	0.01524723138
980	0.01520153137
981	0.01517821121
982	0.01514394078
983	0.01514076364
984	0.01507631089
985	0.0150475535
986	0.01498699465
987	0.01498463069
988	0.01494610445
989	0.01489565873
990	0.01489082078
991	0.01488337089
992	0.01487999489
993	0.01487575026
994	0.01487297152
995	0.01480822798
996	0.0148053358
997	0.01480216688
998	0.01476122938
999	0.01473875169
